ID,price
2087,1468495.6181081398
2916,2364361.139256437
10188,2967337.390149511
3253,1484627.3834517787
9082,2505318.2162277126
12493,1248544.9157114613
5898,3303908.8430513553
8409,2217767.201583062
5885,2050673.366152575
1101,976695.0465380664
10071,2008638.9035329467
11403,4444995.527823804
728,1153296.3460393832
11647,3874724.6499535986
1931,2059869.9322247829
232,2855961.234577424
3988,1698379.4649651546
9416,1653135.576828833
1866,1800545.9367747374
5685,2614885.390202823
2779,1989801.0246161239
3294,2967915.4441523547
1471,2064648.187718985
2960,1273299.9329447981
10447,1864736.9855740438
1220,2257499.022081288
69,1578287.0190365654
2002,4392707.38550729
2784,2048433.6632578361
1911,2217490.389577813
3023,1271825.0724966007
3394,1623857.1007910792
5920,1300327.0172817565
688,2633757.4002056466
1511,1926668.2107217496
3572,3213862.9794311896
12401,1207855.573881333
10756,2395623.5883483463
4007,1777162.5444419773
3230,1234401.9749032015
12240,3151809.2000391665
10539,1858357.1646731999
3226,3426559.256702567
2280,1026874.8239620042
3650,2340924.6005464722
8540,1290658.2114520285
5847,1542142.8841287498
6694,3503746.5450855447
1336,1325168.7911175445
2538,1895291.648296582
7185,2982631.115826864
8314,2522754.510589734
1204,862651.8075855175
2020,1269776.4734067973
2468,1509110.9789732203
9909,1913230.0830746426
7935,1130961.2413156603
1361,1586910.1715494003
6138,1526867.3619299345
1914,3809463.0498799086
11090,1875355.1678236818
9320,1551757.9989385363
172,1744399.0085704082
823,2644103.8009873466
1189,1212627.5397042907
3768,867596.3744309004
2993,1814415.5496201622
12873,1478614.5052910943
1146,955031.8701730155
19,1538282.939794248
2113,2408124.6875856603
5132,2439125.06544822
11109,2366003.091280042
1562,1127474.4709044592
337,1542588.9723051786
1981,4374864.101703505
546,1339088.9023775882
7428,2113914.336191717
230,974837.8846949462
412,2713362.2801956246
2205,894409.5121985378
9114,2616104.239671105
1803,2198709.3173582307
1571,3067518.452853028
12362,3511193.3305396843
8109,1768733.3407406393
3868,3312479.332861114
3013,2188656.661146982
1011,1077896.2974497883
12983,3326039.3989320933
116,1720398.9770518744
3245,1604007.843582606
2253,4118775.341796973
10879,3096022.2635783115
2246,1374785.3812117383
11494,3022787.3627179232
2259,3203938.4417706407
2199,1629053.4456374138
1692,1497107.7620527258
5772,1697211.1171394712
10182,2239078.523661438
5051,2532896.809641612
5033,5002585.435943793
11113,2301374.7624983327
51,2020903.7019434809
5129,1201536.8676820453
1550,1622954.8038958677
616,2757843.6289342367
10151,2724753.792059202
6994,3213162.9370360016
5738,2562376.8175294087
5729,5295932.25656318
1122,919151.0284211953
3406,1298833.947139844
2196,968757.2346161117
3768,2350926.4666424314
4432,2043533.3755548187
2236,1168399.8838773605
1743,2202311.319390943
2046,2167334.8671978586
781,983790.1033767352
1126,961080.7101697307
10472,2840570.8204072365
3524,1735303.6782175752
6922,1680368.6075374165
6018,2229850.6965770894
2973,2074599.313210052
8323,3487266.032228887
576,1434199.081785509
3118,1346114.3758188041
5737,2891848.363154409
4642,3922107.2339668917
8425,1445616.2693637845
2245,4620096.267987625
12248,1024846.5173256587
2533,998014.2512169372
3134,1312931.0610372517
5871,2308173.622623629
9331,2744361.0166604416
959,1938776.8936586229
2753,2456668.8463116726
2887,1897932.6963958328
11710,2545278.159175937
5279,3433947.1803515623
3249,1261052.3034383894
9711,2473863.348437725
5061,2067247.2397424898
2493,1670041.5836313732
627,2393979.1697265417
2618,1051993.9631640993
4698,1262493.1792875838
1575,2007828.1203351931
425,986581.9005416909
944,1419529.1120933443
3508,1834775.2241871539
3674,1532544.6277300573
3351,837622.8262437336
1348,788405.8354553961
1421,975531.0967207075
9134,1047133.177334638
6348,2538746.593781923
1277,2376906.264239681
1152,1085883.1106128537
7783,2485578.7299513477
29,2617108.038746969
11244,951824.5190272602
5924,5771811.8444446195
3001,3973357.7720300145
4587,1653090.2410890763
8303,3223697.471130506
2439,1412374.8621722504
3060,3586744.2269204226
8575,5752629.014804548
11031,1150995.1182637743
2056,2959105.8451086474
8657,1326443.9630895464
7669,2273638.3328924696
371,2142728.5384281785
3985,1645568.3387450885
279,1344013.8927363514
2964,1722481.0903024117
5411,1103578.661185147
4555,2664017.572093002
3310,3036116.6126521607
2340,1095545.4771479173
2139,1078372.4937858654
578,1569069.5818990637
2263,1056215.2506529568
11168,3291002.1517096795
8198,1736768.8216413755
6174,2184292.3100454877
7566,1132235.3444503343
5106,3108845.148126741
1977,1878885.6164762795
5663,2661954.7189810607
1398,2049187.4538476053
2207,1183083.6835479722
1987,1053686.819480709
70,2110079.713847514
12282,4198903.921231354
5913,6052201.26043315
6506,1456942.0207096338
3957,2326622.0956336497
881,1078924.237762171
1599,958652.2525477455
1989,4105654.332564724
1719,1262609.6288153615
3669,1177308.5515322
7029,1937462.5510970005
3537,3072637.716294744
8590,2438908.394254099
2974,2238517.3945466843
431,3544344.3126097205
12647,2713879.7587453653
2062,2587429.834507544
8040,1907023.753036556
7744,2002006.1184298906
6155,2551273.1555791595
98,1737972.0980250258
3514,1506378.3398127747
776,1516371.1172211298
3678,879008.8589856622
2529,1116598.30991165
1806,1944365.2586959742
6359,1347293.905865028
200,969337.948956012
1477,2485688.041579134
1679,2795523.082610228
2323,2386137.98713005
917,1196620.0511615612
430,980101.4465931762
3723,1309161.519598309
6665,1416077.8790393213
2719,1054848.8726173637
10429,1113204.12643128
428,1826438.336063255
3995,1522183.6277914846
393,927852.0909163231
2336,2197592.4250200856
2107,1145524.5204245357
1242,912468.075092374
7616,2431906.370009813
11586,3083221.8636414935
762,1025004.2880937243
1677,1490317.8920351043
9356,1429979.616894254
4810,2738583.9773436887
1643,2224505.4830259513
1977,2018496.0450803174
1102,1264835.1890811885
2231,2721148.6553378957
6369,1954681.5447656626
8299,4147925.078840471
9088,2564670.924399325
12140,1358996.7755059605
89,8219805.966654209
12948,3065575.1500788843
2387,2841793.4004343445
9454,3163127.4061610433
10957,2754138.1120910933
6075,1865501.7612308126
2665,1411382.9267919718
6511,2958621.812886152
3180,1492649.0008289444
4079,3145557.6842067693
7372,4289555.152489649
10509,1519581.9048736605
3302,2486038.9920788477
10714,1745092.7036688027
1794,1399253.3463905673
6467,1774701.3421215543
10015,2246501.366211591
12005,2335114.020613125
11832,1243347.130565659
7524,2176484.8926003436
680,2650605.8167595305
376,4415398.595711886
8563,2285448.4269119124
2826,958337.8428754796
11426,3329034.554325464
6426,2415758.597954135
649,4168608.459559267
2190,2186243.9346755943
11071,2623459.6652574623
738,930359.5410609503
3915,3278141.116358488
2056,1510948.4494481923
11297,1984407.711280205
2113,1966769.1074705648
1235,1019071.7070985782
12351,2099199.6472772337
995,985841.670614417
857,1662733.3233302066
1559,1628768.163937141
7580,2535192.334670288
716,844506.507317881
3161,2245388.260789515
6287,2640622.878009884
3061,1639803.5235980675
2715,1770463.8351987062
8652,2960816.5751543236
8978,1799780.8762157517
11641,4417744.699884106
4811,2465952.372558275
132,2335764.093384211
3930,1903536.3710096541
12963,3622184.1081390856
3625,1016218.9942756445
2256,1422496.8128244667
11883,1791043.6620986182
1393,3940656.5159239722
778,2314598.416223532
333,1040474.8102553453
2259,1255988.6101379867
4898,3527685.1260435665
975,911127.8117148908
2130,2722518.2510342584
12336,2169652.1389060924
12354,3587424.6113491505
1707,1150338.2758447428
432,1931611.2019507778
1815,1616713.3159968986
12357,2027502.3552843265
11140,3431329.969803536
9197,1516938.8690009716
10500,3323526.262782538
12701,2123998.894607335
12111,2879734.826736442
11150,1815588.028709295
1933,2744806.136206742
4617,4893981.07753188
12312,3034568.712082152
7129,2377855.982691583
5744,3211372.1925054765
3903,3960396.7768517337
3017,3071633.096929838
8723,4212160.012319242
3629,1801907.4106845323
2638,1005606.9634456522
1632,1567616.6145834534
3922,1541008.4028129776
2216,1051416.416612812
5267,4830623.672714203
11091,1367582.6080699614
4964,2839231.3074611733
678,1221120.602199712
4678,1348506.2537338552
9836,1757386.3851523697
8905,3402883.168591428
3150,1111145.5176455139
1805,2657890.234249175
11262,1911328.1387564966
8024,2961400.8911855957
12988,1577372.6771155924
1611,1388744.1469118975
3466,1223650.9424574568
2127,1215794.9896192919
497,3281383.858273419
1647,1010863.0423686027
2848,982544.9912215695
293,1724360.12186125
7256,2453969.6709405617
9063,1714541.301687662
6441,2971690.956211562
47,2923570.7246153993
5323,1223856.0770933318
6487,1668193.4097730923
1948,1933965.1181970858
1659,2293164.489076182
1213,1298994.0764990896
11663,3143544.86602129
3954,3014045.099533722
724,2283239.9975255732
1930,1467537.6613165673
7833,1017913.5020488466
814,1752464.8830813363
12190,1712742.531745645
4080,1765997.6771780362
11344,2535038.8986124955
272,1394076.0626438584
10180,1043379.7278887843
6099,3359119.2935997127
5797,1861325.1440056986
7476,2344438.848184899
833,2166783.4699716917
5545,2179220.971281134
630,2094854.0950771577
1502,1414047.8747536393
12148,2018988.9728045543
1605,1501846.966295926
2365,1453727.3097154126
12494,1949971.5979228704
6244,2729153.1467495556
3130,1361918.2297242633
1870,1536691.7758582807
10144,1539685.4102354706
3752,1051262.4122945361
5798,3853854.0362317106
1765,1463028.00134813
11929,4521566.048178399
3241,2684336.5556783685
8324,3056654.776102822
2688,1001505.1664728721
2912,1887288.191571089
6742,4413769.4443029305
2694,2180859.4665337806
5237,1031887.1801177989
9138,2845012.102509407
1773,1421279.183028538
3607,1619706.7885333807
3968,1771584.113287103
1140,2200990.709320525
9624,1057118.9204622363
8311,2197936.7236511046
202,4088082.9167808644
2982,944237.6759380036
180,2065551.7250912862
3157,1394569.7741558894
2959,1925870.3131405332
1436,1461988.8534638484
10813,3770755.9318041564
7478,2164335.51703068
10467,2834130.071352231
5901,3432142.6571006407
5981,1632380.1463132869
8065,3399217.7511607585
190,1032348.3614121622
6240,2303448.3891370846
1935,3414843.1124043404
2952,956405.9907882998
8170,2455231.5313841966
710,1470425.1731160067
667,1063155.0826894946
543,4146853.7363211275
3688,1132808.380481901
3302,2152517.8119128076
664,1179829.694631438
7706,2383488.9862050735
2076,2424535.3834969993
2500,3877754.7071747975
2020,1549725.4913804773
1913,1373341.1314953177
3160,4615761.690812458
11817,1599442.8301250893
5955,1810156.2008232155
4195,1384079.9373649806
939,2469173.4295461453
7386,1854419.9391210156
12448,1740917.081263511
163,1450277.632256391
831,1710253.126853245
1634,1791652.3694641436
495,1247178.1494137459
3411,1839889.2200721807
8095,1534889.77662072
2251,1325540.129967523
1891,1230719.3881220524
7473,2191894.252528248
8557,1428148.3213295655
5766,1967973.064606339
9849,2083470.715847893
12269,2191130.8039596593
5402,3123958.7613634123
3601,1774703.8063954841
9895,1188729.3509279392
3909,1236775.0637294627
10595,2004287.0122834898
460,3132676.038451481
2883,826991.8313033336
2405,1015055.3656696739
2969,1530370.6343627186
268,1417996.2175914885
558,2568848.155174337
10556,1589621.249449815
5476,2148962.924625524
8017,1822774.518101047
4865,2110398.2428381257
11378,1910583.669741036
1364,2335476.04698168
3185,1788303.0292220663
12622,1397437.1657760686
1135,1511620.8772509673
505,3386433.5229794397
6459,1831457.9691054455
10303,2219521.907979039
11899,1391479.4433888756
3116,1159433.7578814726
10073,2276589.5729549406
3393,1294021.7323423924
860,2067738.8354306307
2410,1680709.0861884127
5662,2391956.0620548087
2210,1415345.8037156279
500,2502307.003286059
1487,1453085.3627104196
1971,1337446.6124914528
9792,3691220.8246456585
1768,1478842.9480122845
1871,1053932.5733110763
12803,2034784.79388662
3923,1570403.666613729
431,1096948.6167351638
3151,1498608.1581455453
4653,2713550.6112800515
9918,4310929.6234943895
134,3237499.1990776756
6377,3158531.824158112
3233,3926792.6635004305
1580,949016.6043095893
3384,2200258.9013429745
7289,5569097.005399666
9381,1513186.068492241
12592,2316730.5958671533
587,1830079.1678354212
7607,3012317.019518467
6963,2044802.8857571364
8521,3032714.0632532653
10499,2586656.159319947
12036,2340803.536991559
7020,2581815.311851756
8743,3127630.748356421
12157,2017391.0465078312
11239,1602436.9991213367
3663,2889082.3807359673
9637,2992611.4733640077
8276,1448751.8358993283
3010,6014226.012614462
2409,1635415.75458751
6257,1543680.3733790307
2017,1306780.7574158614
12678,3372703.70420994
6112,3782371.7019125964
2189,1074495.0345096667
1080,1632332.9788579454
2690,1289160.9611902088
6163,2117208.582591185
5107,1690032.171660179
322,992048.1688942143
6522,3336206.517345669
2068,3130992.79149913
3792,1000080.9269150962
2882,2195481.5214436995
5589,1400869.5606048608
5400,1469816.7090646254
2114,2121559.7493180637
111,2675928.55946972
4343,4918597.561192067
1712,3146969.292346629
548,711315.1162696311
3872,980777.7920225973
7453,1595584.500942964
3551,2750597.2340307184
2332,1580610.1147164626
1934,2083330.4696615166
9736,2083126.941048952
1182,2595057.5131564573
508,1404715.8422353186
11486,2879313.768279902
8871,2625682.3482787735
2011,1705262.9002054972
4175,1092482.8211930555
1323,1399225.5896352238
10789,2950090.7075590515
6130,2610076.5926551605
435,2540196.1411855966
10805,1487150.4212486048
3055,1793705.7303934027
6164,1930871.0936908994
5656,2389583.5153862108
7336,2652034.532282066
4469,1876694.6398073847
2136,1387798.340146898
5535,3403786.7152965465
1231,2696347.993081045
11272,3236554.7271398897
1021,1066073.51587402
2761,1365189.4967625453
4704,1904560.3767530487
2705,1445272.9830381696
435,2695787.1794298505
7989,3458840.1785957953
2544,1475706.0863808016
3767,1443832.3322519388
7294,1792719.7621556367
11474,1450473.9228551555
2330,1800687.4598857653
6619,1438491.3711492524
6490,3095204.7925483114
63,2341370.9840430627
967,2861135.5676777638
9740,2530613.772838651
1763,2170410.063842007
9782,2333771.4058956853
2731,1479571.532190846
343,1628734.8115817776
561,1144109.9278017895
6501,1792774.1692658665
10554,1033675.5985808905
2074,1140018.6966839593
12584,3312764.5394833684
1873,2110724.145659912
1213,995210.5623417265
5906,2973300.018354459
3139,1116993.535309073
4940,2820687.6593941455
2446,1808551.239257058
835,1090119.1570875922
10184,1321022.7430261888
11460,2154362.7725832597
2817,4736454.071424778
10662,2596516.0917174583
9273,1771717.4262217118
219,1634939.5987252847
12943,2351225.6787547427
1058,1943994.3487260176
788,1456962.6676849127
1160,1216575.164203295
2653,3022283.5661722743
10599,5275169.441831776
5800,3907914.2037055125
131,2414539.9485705374
3095,3522311.83762237
1823,2269026.5259350645
5447,3957985.524457005
12900,924841.2289244876
1316,1797312.38392658
319,2160383.761328574
10480,2167170.5025600637
574,1065285.7585936715
2822,2442921.9644194404
9437,1740258.8972784786
4272,4769802.248433574
1782,2232348.228772425
11922,1733969.0209159309
11326,1364805.741567402
1804,2056270.423882398
2003,2989961.9936488946
7570,4146440.1084791357
9632,2636280.061562714
74,2610449.9501861897
7627,1533617.9544914146
11876,1467488.8153072654
1285,1709438.6188257912
2212,1767931.3259538445
2104,2420314.773657979
2659,2593475.004856798
1178,1633725.3185684052
3876,1287868.5096685123
677,1124453.896116283
6856,1690444.8206938803
4256,3123312.333330483
12061,1507098.4933683167
1948,1822634.530693892
12461,4905315.461374172
2673,2285696.6868447084
11313,1521137.0598053092
2597,1783715.52152281
457,982053.2416918147
1430,1150591.9497950876
8795,4249379.857422133
10465,982052.3735335645
9807,2837161.8340653353
1936,1524267.2382767876
10108,1025158.9972205563
2310,1735242.422479845
10840,2553124.3876346075
6251,1268805.155135369
1811,5608012.949027656
12972,3669345.908315032
12258,3625295.4854807626
1830,1121000.557796915
8947,1945398.9061263115
4771,1190562.6089222606
838,1401760.5495185908
2193,1032633.3390632201
11547,1716797.1979588505
1058,1978592.8978212585
4039,3367037.4078560886
1462,1570177.391366703
8680,1449361.394309444
6921,3166786.5783827594
1385,1052976.9482252016
410,1098737.4705277884
8002,2087451.833743256
10165,1674375.2252996718
351,1640253.8205497824
1135,867651.9229497479
3838,3465501.087598201
1287,4189251.5927934824
3704,1434917.1034267428
11620,2212901.1745587927
5601,2301317.140163683
429,2612022.6474464117
390,1182282.6819374019
100,1142058.2549648979
10524,2215890.4931394476
12626,1349091.699947374
3230,2224461.5316221244
9761,2156946.1589672877
7283,1946436.330098129
1024,1921973.902913167
204,1646086.3857450099
11060,1625963.7085602751
10291,1144252.0190698088
3743,2654517.2684087534
2592,1400657.724839611
9023,2902015.737992274
11890,2448662.3231099206
6321,1957780.994791181
1635,2191008.293312798
1501,1269637.7193817645
11908,2996362.2563129803
1103,1882496.091225485
1706,1635938.6425402605
12992,2260637.148767033
1679,1090763.1559655138
2914,3627088.496577236
5886,3808472.812415791
3309,3015680.777431018
9983,2438126.250797694
10866,2838511.586440145
12463,2540240.2571639973
9921,1385947.994481571
9528,2344852.531163342
8552,1130603.6530149365
11997,5329114.775938462
8663,1539170.2227175587
4638,1603918.4085749772
247,1029534.314865339
2111,1314446.1118129536
2790,2628315.895553131
1935,1475859.4008340796
7861,1386533.194051473
8018,2902453.3409849987
9560,1857204.134306654
12985,1489465.0009744975
2944,1334020.4287602622
379,1990388.5691173954
10391,2619045.941533358
2871,870277.7643954029
1077,3824711.233390215
3339,2521384.9622940025
476,2090732.7596448543
1235,899408.1734065354
2543,1040640.7791665148
50,2670608.061612238
10897,3269475.9337523757
4624,2601556.311039817
1752,1954370.8078241912
1490,2290848.555367275
3539,928126.2683475473
11184,1354058.4646302802
3867,2786571.268887505
609,972474.3521455269
8666,1241009.598291475
5641,2507168.260764991
1376,2199123.5708440384
11866,2426465.824894355
3832,1405223.5340587986
3371,2284256.034429348
327,1513125.0341460106
93,1687400.4921582595
2066,1744359.9825692254
1258,1729136.5649337159
6068,1316794.0200134902
1106,1702196.1825544876
1010,3318622.0785722425
175,3134662.389924419
9972,1366197.5536010407
9963,2721025.5756062903
12114,2695982.3330662553
2204,1860452.090423238
792,2738510.9525779886
288,1339329.2124847507
1423,3037107.527955999
5514,1500315.5305460559
11875,3185104.8482468566
3955,3104968.679866158
6193,2920102.2437519473
7041,1509353.3700624865
3317,1100214.6560476068
784,3236725.9864762784
8629,1973846.2966602996
8620,4115323.438749929
8103,3434045.3104045787
2801,1408783.3902886834
8798,1497853.6134067406
2569,1471277.2158658819
3005,1774045.407575852
398,1158059.654138815
5046,4103593.8828562177
4847,1362832.5579007643
4917,2292292.6037424565
615,1969395.0406708643
3047,1160334.3483127488
10407,2601968.2643651213
6145,1362541.664665343
1161,1397543.5391837438
162,1947469.5384326444
9438,3178837.336680203
12852,2776592.5377460304
6389,1678014.7822384336
8115,2056534.8352746118
7578,1651157.3274396532
1044,1125738.9652598293
1111,2163500.0508427615
1394,1055918.9277586588
1311,3445040.2635817663
5018,1562711.9184633326
4789,4271186.722024001
577,2423084.118526679
5043,1878852.8420650952
1072,2378468.1328682015
6541,2761096.330834488
7698,2728829.6085379682
642,1016116.1944597879
6667,2217098.8490809887
6388,1166109.080307111
3809,1628300.2052083234
8445,2941676.41871683
1045,2264659.4678703756
9038,1609340.513029923
1431,1172509.4391152698
2448,1640184.1317750686
3348,3054794.550736021
3412,1259897.4750291354
4478,1115607.707984149
10821,1789851.9801107445
6759,3077317.28467533
5318,2424603.1510128723
3322,1535125.3706973493
1047,2797508.6954057245
2272,2280440.9852295085
8808,993453.4512969543
6987,2568673.2962041027
3031,1375236.4873670342
1372,2273585.4995983574
11810,2240437.4817062495
870,1671021.752389325
5742,4501316.932586689
1386,1848950.2883424528
2266,878392.177179641
4279,2762794.1289076335
1454,1122525.3434326698
903,2257163.274306463
6594,2799261.0821048436
750,1265939.7644269678
142,2572907.60659246
12371,4194757.489188591
1617,1467623.9599539111
4640,1822388.0217969723
4569,1385471.1978987094
316,1426926.8799103727
10926,2938449.4551604544
2374,1058857.0440328827
12550,1249721.3107779773
709,3360587.582521251
158,1933664.4961463797
1429,1640774.5503236412
3854,2268567.772304649
2863,1025455.0298041016
10621,1564589.8128506613
4289,2258277.7444435083
6055,1664516.3854909744
9832,2207342.1747786663
2693,2466226.6234676577
7011,1246399.5907057193
2688,1533559.1827367288
10259,4027463.767768138
10235,1050310.688771748
9786,3000352.3065256784
3014,2783853.4035291285
9434,1695167.5179404952
9764,2505016.1171250464
2423,1977612.3457376421
651,1354827.3514164735
3610,1460836.8974250332
1899,1907736.6723565005
1063,1463423.9619854367
4294,1844733.3742675206
1422,2102922.4450072646
10612,1184663.6076877718
4837,1384247.5320149097
4501,2375892.380065945
10549,2272763.349476579
1114,1237603.3863151886
88,1576885.7918082105
7817,5288261.426832865
1980,2522706.8784899646
1151,2901033.622053005
2404,1491352.1155907682
4641,3061433.867999696
2942,5935672.142604051
607,1855575.706462139
4293,2467383.9965616674
5274,1015709.857991881
2701,3067766.4741006605
445,1519715.325475116
7846,2686331.6558696926
1138,1795358.2572181516
7784,1406360.4304880742
11617,3111021.595205692
1483,971781.9488633673
11159,1660679.312487491
8513,1500984.1401282495
8892,1306976.9667004424
2759,2170902.4583239285
4645,2065081.1003903616
2505,1598513.9369101557
2017,1498036.2102831774
9450,3333319.496986238
2271,1610727.965276451
2548,1486337.7938019072
541,2245886.5606573345
2449,1562078.0482232722
8912,1382813.1407726181
3996,1640516.5281436124
3866,1240771.5185262694
2885,2457595.1147801536
2111,895987.5811555906
95,1700879.2032943475
3071,2141235.7638293444
10344,1316936.4487015544
160,1006250.2956707936
1039,1102901.9951381187
1306,2156152.0131557924
2725,1756125.0407516141
868,1178016.937086675
11937,1419632.821633318
2177,897372.0491084668
4366,1262388.4848579534
2742,4100254.0871042125
12845,3604601.1301990044
624,4814066.627803234
1659,3770125.4332377994
6569,969469.1198986591
179,2267695.281007762
12103,3079116.2241808325
450,1467838.6503587589
5796,2054880.3235850874
2573,3079999.9829451656
4685,1594603.6898127142
1325,1194045.9628353037
2623,2201825.1853407505
3088,1092591.8294347648
8992,3452417.414942235
9195,1534873.060415985
2862,1193650.6211437322
4097,1421532.6899980523
12294,1269783.202469131
1600,2011043.934747309
8716,2685347.166615387
11537,896347.0561670575
7663,1121473.8662350408
1206,1132156.6372619818
2184,2810193.750365796
3525,3444655.4105755016
9221,3143399.6842864132
2166,884274.8576656636
3445,2861863.476433121
2278,2293955.183398915
4525,1368513.3125746304
1354,2264248.055728691
10348,3178344.4698010543
2023,2723725.011912193
1672,1312247.2538598827
531,1135899.5514531054
2048,2819857.3269249937
429,1334973.142565386
9757,3863903.34042382
8636,1519893.0729827608
7959,3522896.0726168416
2886,1806827.7304107193
679,1296812.0126738802
1270,2304955.187661897
1618,2388961.492940604
1033,1818136.9544455395
4672,1407237.2279840966
5523,1545476.9962067748
2398,2336396.8252417115
1028,2428780.01576122
459,2504771.225141031
11788,1823210.6626689318
3931,1887443.197831304
410,1591358.1844114477
721,3165582.404122471
1490,3767592.0605276814
2979,1164960.1162875032
1967,1559947.8343350845
3898,2011406.814472258
929,2695001.861564402
398,2935334.436901471
3304,1128454.3971184255
2264,2584739.4820613796
5436,2547608.489547428
5225,2419013.770197638
8587,2755049.596221701
4849,4300589.315487163
499,1132908.0918329505
1460,1901183.8069029506
2464,947666.6153733736
2683,1942419.1298509913
9029,3856615.53470198
3188,1703553.363669188
1737,993467.785167847
549,3037789.8752594446
1390,924817.0466142751
10437,2829996.4568200265
2787,1011116.160644822
4062,3295194.117671625
777,1361575.2402113408
5135,1848061.5507397023
3521,1224735.6780902373
2750,993009.8157028519
12286,2720983.533196974
3857,1952178.1516836167
578,2245699.4352496197
1944,2213635.2988104955
3511,2025444.5937543195
3262,1339374.3402412347
1148,1111159.458878955
11137,2476981.917236239
2426,4484664.624824109
12440,1491195.5314278896
2704,5136133.292510266
1222,1596023.4352961984
2707,1194553.2706428592
10643,2727133.9846118377
2534,1239224.945077281
1777,1734110.437867269
2331,1279686.7584542357
12938,2993645.7499055574
1139,1289412.2750006355
1636,1151136.117164027
3224,2719912.2592409505
5747,2345764.491504639
604,3314596.2811108446
1346,2162635.633905549
9891,2593896.1545663783
2653,2012721.2670153175
10722,2276010.5293558883
2214,1188874.1670610814
8519,2394144.4734753706
3869,3565194.557083392
780,911117.8425601274
5483,2764668.088952916
2495,1979040.644566305
251,1353951.8893884409
8327,2798278.575430983
9610,2163148.191873402
2949,2098429.807892992
3713,2471835.104728469
2281,2292610.6877869596
1704,2502843.1883988874
2849,1768235.2804813988
11160,1432455.9309615293
5196,2757071.1702395836
901,1448465.0636407693
2204,998657.8381100495
2348,1024056.6893999997
11923,1864359.3320597105
3286,1991293.8268826113
12299,1408995.369379314
1181,2447426.670807679
8251,1710029.778624756
2897,1497239.3880799345
12548,1989713.4274029029
2794,788561.405614977
2835,988400.6004925501
1115,2178072.205395587
9351,1429390.7139747888
12288,3073749.947625184
6764,1606187.3380993623
2009,4413011.10348249
1484,852581.6290611908
12829,1657035.4965166354
610,881867.9024452415
2018,955300.2646236268
8818,2639791.7447601273
2270,1273027.6640799122
7844,2791706.2780627124
1755,1247425.0921462302
3485,1194463.7995150273
2501,1448745.2502422652
2953,1140516.2666219478
1395,793503.0699072607
2171,1133719.5027816389
687,1268178.715619338
1644,2264937.4051500307
1697,1610246.848943391
